raceId,driverId,constructorId,rank,points,grid,position,positionOrder,firstLapChange,pitStops
448,179,52,,0,27,,17,-999,
448,119,51,,0,11,,18,-999,
448,110,27,,0,14,,19,-999,
448,172,3,,0,8,,20,-999,
448,118,4,,0,4,,21,-999,
448,181,54,,0,16,,22,-999,
448,102,53,,0,13,,23,-999,
448,176,21,,0,19,,24,-999,
448,137,34,,0,2,,25,-999,
448,160,45,,0,21,,26,-999,
448,105,6,,0,9,,27,-999,
449,182,1,,9,4,1,1,-999,
449,105,6,,6,11,2,2,-999,
449,119,51,,4,9,3,3,-999,
449,140,53,,3,17,4,4,-999,
449,189,45,,0,24,5,5,-999,
449,77,54,,0,20,6,6,-999,
449,160,45,,0,22,7,7,-999,
449,179,52,,0,25,8,8,-999,
449,158,51,,0,10,9,9,-999,
449,123,21,,0,19,10,10,-999,
449,175,4,,0,8,,11,-999,
449,170,34,,0,5,,12,-999,
449,176,21,,0,15,,13,-999,
449,118,4,,0,12,,14,-999,
449,156,50,,0,26,,15,-999,
449,137,34,,0,1,,16,-999,
449,173,32,,0,3,,17,-999,
449,95,32,,0,7,,18,-999,
449,172,3,,0,13,,19,-999,
449,177,3,,0,6,,20,-999,
449,110,27,,0,16,,21,-999,
449,183,27,,0,18,,22,-999,
449,112,50,,0,23,,23,-999,
449,163,6,,0,14,,24,-999,
449,117,1,,0,2,,25,-999,
449,181,54,,0,21,,26,-999,
449,94,53,,0,0,,27,-999,
450,117,1,,9,2,1,1,-999,
450,105,6,,6,5,2,2,-999,
450,137,34,,4,1,3,3,-999,
450,182,1,,3,15,4,4,-999,
450,163,6,,2,6,5,5,-999,
450,119,51,,1,9,6,6,-999,
450,110,27,,0,17,7,7,-999,
450,184,52,,0,24,8,8,-999,
450,123,21,,0,11,9,9,-999,
450,183,27,,0,19,10,10,-999,
450,118,4,,0,7,11,11,-999,
450,189,45,,0,22,,12,-999,
450,170,34,,0,10,,13,-999,
450,95,32,,0,8,,14,-999,
450,175,4,,0,3,,15,-999,
450,158,51,,0,13,,16,-999,
450,112,50,,0,25,,17,-999,
450,156,50,,0,21,,18,-999,
450,172,3,,0,14,,19,-999,
450,173,32,,0,23,,20,-999,
450,140,53,,0,26,,21,-999,
450,177,3,,0,4,,22,-999,
450,102,53,,0,12,,23,-999,
450,176,21,,0,16,,24,-999,
450,77,54,,0,18,,25,-999,
450,160,45,,0,20,,26,-999,
451,117,1,,9,2,1,1,-999,
451,182,1,,6,11,2,2,-999,
451,102,53,,4,3,3,3,-999,
451,105,6,,3,8,4,4,-999,
451,173,32,,2,5,5,5,-999,
451,137,34,,1,1,6,6,-999,
451,175,4,,0,7,7,7,-999,
451,119,51,,0,12,8,8,-999,
451,163,6,,0,17,9,9,-999,
451,181,34,,0,19,10,10,-999,
451,140,53,,0,10,11,11,-999,
451,110,27,,0,20,12,12,-999,
451,77,54,,0,23,13,13,-999,
451,172,3,,0,15,14,14,-999,
451,184,52,,0,25,15,15,-999,
451,189,45,,0,24,16,16,-999,
451,158,51,,0,14,17,17,-999,
451,160,45,,0,22,,18,-999,
451,95,32,,0,6,,19,-999,
451,118,4,,0,9,,20,-999,
451,166,4,,0,13,,21,-999,
451,177,3,,0,4,,22,-999,
451,183,27,,0,21,,23,-999,
451,123,21,,0,18,,24,-999,
451,156,50,,0,26,,25,-999,
451,176,21,,0,16,,26,-999,
451,112,50,,0,27,,27,-999,
452,137,34,,9,4,1,1,-999,
452,182,1,,4,9,3,2,-999,
452,172,3,,3,18,4,3,-999,
452,175,6,,2,3,5,4,-999,
452,176,21,,1,20,6,5,-999,
452,117,4,,0,2,7,6,-999,
452,118,53,,0,5,8,7,-999,
452,192,21,,0,23,9,8,-999,
452,163,6,,0,6,10,9,-999,
452,193,25,,0,21,11,10,-999,
452,95,32,,0,22,12,11,-999,
452,188,55,,0,19,13,12,-999,
452,194,50,,0,26,14,13,-999,
452,181,54,,0,25,15,14,-999,
452,177,3,,0,1,,15,-999,
452,173,32,,0,13,,16,-999,
452,195,55,,0,14,,17,-999,
452,158,4,,0,8,,18,-999,
452,187,1,,0,16,,19,-999,
452,196,27,,0,17,,20,-999,
452,184,51,,0,10,,21,-999,
452,197,27,,0,12,,22,-999,
452,119,34,,0,7,,23,-999,
452,190,45,,0,24,,24,-999,
452,152,53,,0,15,,25,-999,
452,105,25,,0,11,,26,-999,
452,110,51,,0,0,,27,-999,
452,160,45,,0,0,,28,-999,
453,187,1,,9,22,1,1,-999,
453,182,1,,6,23,2,2,-999,
453,163,6,,4,2,3,3,-999,
453,172,3,,3,4,4,4,-999,
453,176,21,,2,16,5,5,-999,
453,188,55,,1,17,6,6,-999,
453,196,27,,0,26,7,7,-999,
453,193,25,,0,9,8,8,-999,
453,105,25,,0,7,9,9,-999,
453,119,34,,0,11,10,10,-999,
453,117,4,,0,8,11,11,-999,
453,95,32,,0,13,12,12,-999,
453,158,4,,0,15,13,13,-999,
453,178,21,,0,12,,14,-999,
453,137,34,,0,20,,15,-999,
453,110,51,,0,19,,16,-999,
453,173,32,,0,5,,17,-999,
453,195,55,,0,18,,18,-999,
453,197,27,,0,10,,19,-999,
453,152,53,,0,14,,20,-999,
453,184,51,,0,21,,21,-999,
453,175,6,,0,1,,22,-999,
453,177,3,,0,3,,23,-999,
453,194,50,,0,25,,24,-999,
453,118,53,,0,6,,25,-999,
453,181,54,,0,24,,26,-999,
453,190,45,,0,0,,27,-999,
453,160,45,,0,0,,28,-999,
454,117,4,,9,1,1,1,-999,
454,137,34,,6,6,2,2,-999,
454,158,4,,4,2,3,3,-999,
454,175,6,,3,11,4,4,-999,
454,177,3,,2,16,5,5,-999,
454,172,3,,1,19,6,6,-999,
454,163,6,,0,4,7,7,-999,
454,105,25,,0,15,8,8,-999,
454,197,27,,0,20,9,9,-999,
454,176,21,,0,21,10,10,-999,
454,188,55,,0,17,11,11,-999,
454,110,51,,0,7,12,12,-999,
454,152,53,,0,13,13,13,-999,
454,196,27,,0,25,,14,-999,
454,190,45,,0,23,,15,-999,
454,181,54,,0,10,,16,-999,
454,182,1,,0,12,,17,-999,
454,184,51,,0,8,,18,-999,
454,192,21,,0,26,,19,-999,
454,195,55,,0,22,,20,-999,
454,193,25,,0,24,,21,-999,
454,173,32,,0,5,,22,-999,
454,119,34,,0,3,,23,-999,
454,118,53,,0,9,,24,-999,
454,95,32,,0,18,,25,-999,
454,187,1,,0,14,,26,-999,
454,194,50,,0,0,,27,-999,
454,160,45,,0,0,,28,-999,
454,168,50,,0,0,,29,-999,
455,175,6,,9,3,1,1,-999,
455,117,4,,6,4,2,2,-999,
455,163,6,,4,1,3,3,-999,
455,177,3,,3,11,4,4,-999,
455,187,1,,2,24,5,5,-999,
455,176,21,,1,12,6,6,-999,
455,172,3,,0,16,7,7,-999,
455,192,21,,0,20,8,8,-999,
455,196,27,,0,25,9,9,-999,
455,184,51,,0,10,10,10,-999,
455,181,54,,0,7,11,11,-999,
455,95,32,,0,15,12,12,-999,
455,119,34,,0,5,,13,-999,
455,110,51,,0,8,,14,-999,
455,173,32,,0,9,,15,-999,
455,137,34,,0,2,,16,-999,
455,197,27,,0,19,,17,-999,
455,193,25,,0,22,,18,-999,
455,118,53,,0,14,,19,-999,
455,190,45,,0,26,,20,-999,
455,152,53,,0,17,,21,-999,
455,182,1,,0,18,,22,-999,
455,188,55,,0,23,,23,-999,
455,105,25,,0,13,,24,-999,
455,195,55,,0,21,,25,-999,
455,158,4,,0,6,,26,-999,
455,194,50,,0,0,,27,-999,
455,160,45,,0,0,,28,-999,
456,177,3,,9,5,1,1,-999,
456,137,34,,6,6,2,2,-999,
456,117,4,,4,1,3,3,-999,
456,175,6,,3,4,4,4,-999,
456,193,25,,2,20,5,5,-999,
456,184,51,,1,13,6,6,-999,
456,192,21,,0,15,7,7,-999,
456,119,34,,0,17,,8,-999,
456,172,3,,0,8,,9,-999,
456,176,21,,0,12,,10,-999,
456,118,53,,0,10,,11,-999,
456,173,32,,0,19,,12,-999,
456,197,27,,0,9,,13,-999,
456,158,4,,0,3,,14,-999,
456,110,51,,0,7,,15,-999,
456,163,6,,0,2,,16,-999,
456,196,27,,0,18,,17,-999,
456,181,54,,0,16,,18,-999,
456,105,25,,0,11,,19,-999,
456,95,32,,0,14,,20,-999,
456,152,53,,0,0,,21,-999,
456,182,1,,0,0,,22,-999,
456,187,1,,0,0,,23,-999,
456,190,45,,0,0,,24,-999,
456,194,50,,0,0,,25,-999,
456,160,45,,0,0,,26,-999,
456,188,55,,0,0,,27,-999,
456,195,55,,0,0,,28,-999,
457,117,4,,9,1,1,1,-999,
457,175,6,,6,2,2,2,-999,
457,158,4,,4,8,3,3,-999,
457,137,34,,3,4,4,4,-999,
457,177,3,,2,9,5,5,-999,
457,172,3,,1,11,6,6,-999,
457,118,53,,0,22,7,7,-999,
457,152,53,,0,16,8,8,-999,
457,173,32,,0,13,9,9,-999,
457,188,55,,0,25,10,10,-999,
457,176,21,,0,10,11,11,-999,
457,193,25,,0,23,12,12,-999,
457,196,27,,0,26,13,13,-999,
457,105,25,,0,17,14,14,-999,
457,182,1,,0,15,,15,-999,
457,95,32,,0,19,,16,-999,
457,110,51,,0,3,,17,-999,
457,195,55,,0,14,,18,-999,
457,163,6,,0,5,,19,-999,
457,190,45,,0,24,,20,-999,
457,181,54,,0,7,,21,-999,
457,187,1,,0,20,,22,-999,
457,197,27,,0,21,,23,-999,
457,123,21,,0,18,,24,-999,
457,184,51,,0,12,,25,-999,
457,119,34,,0,6,,26,-999,
457,160,45,,0,0,,27,-999,
457,194,50,,0,0,,28,-999,
458,105,25,,9,6,1,1,-999,
458,177,3,,6,12,2,2,-999,
458,187,1,,4,21,3,3,-999,
458,137,34,,3,2,4,4,-999,
458,172,3,,2,20,5,5,-999,
458,95,32,,1,14,6,6,-999,
458,123,21,,0,10,7,7,-999,
458,117,4,,0,13,8,8,-999,
458,152,53,,0,17,9,9,-999,
458,196,27,,0,23,10,10,-999,
458,176,21,,0,5,11,11,-999,
458,184,51,,0,25,12,12,-999,
458,182,1,,0,18,13,13,-999,
458,195,55,,0,11,,14,-999,
458,188,55,,0,26,,15,-999,
458,110,51,,0,8,,16,-999,
458,163,6,,0,1,,17,-999,
458,193,25,,0,16,,18,-999,
458,197,27,,0,19,,19,-999,
458,181,54,,0,22,,20,-999,
458,118,53,,0,9,,21,-999,
458,119,34,,0,15,,22,-999,
458,173,32,,0,4,,23,-999,
458,158,4,,0,7,,24,-999,
458,160,45,,0,24,,25,-999,
458,175,6,,0,3,,26,-999,
458,190,45,,0,0,,27,-999,
459,163,6,,9,1,1,1,-999,
459,158,4,,6,6,2,2,-999,
459,175,6,,4,4,3,3,-999,
459,177,3,,3,9,4,4,-999,
459,117,4,,2,2,5,5,-999,
459,187,1,,1,20,6,6,-999,
459,123,21,,0,15,7,7,-999,
459,105,25,,0,17,8,8,-999,
459,181,54,,0,7,9,9,-999,
459,184,51,,0,26,10,10,-999,
459,193,25,,0,22,,11,-999,
459,119,34,,0,5,,12,-999,
459,118,53,,0,12,,13,-999,
459,152,53,,0,10,,14,-999,
459,95,32,,0,18,,15,-999,
459,110,51,,0,8,,16,-999,
459,172,3,,0,13,,17,-999,
459,196,27,,0,24,,18,-999,
459,195,55,,0,21,,19,-999,
459,190,45,,0,25,,20,-999,
459,188,55,,0,23,,21,-999,
459,137,34,,0,3,,22,-999,
459,182,1,,0,19,,23,-999,
459,173,32,,0,11,,24,-999,
459,176,21,,0,14,,25,-999,
459,197,27,,0,16,,26,-999,
459,198,50,,0,0,,27,-999,
459,160,45,,0,0,,28,-999,
460,117,4,,9,3,1,1,-999,
460,137,34,,6,6,2,2,-999,
460,175,6,,4,2,3,3,-999,
460,95,32,,3,18,4,4,-999,
460,163,6,,2,1,5,5,-999,
460,182,1,,1,15,6,6,-999,
460,184,51,,0,11,7,7,-999,
460,110,51,,0,9,8,8,-999,
460,187,1,,0,24,9,9,-999,
460,197,27,,0,25,10,10,-999,
460,177,3,,0,13,11,11,-999,
460,172,3,,0,20,12,12,-999,
460,105,25,,0,16,13,13,-999,
460,193,25,,0,23,14,14,-999,
460,123,21,,0,17,15,15,-999,
460,195,55,,0,21,16,16,-999,
460,176,21,,0,19,17,17,-999,
460,181,54,,0,8,,18,-999,
460,196,27,,0,22,,19,-999,
460,160,45,,0,26,,20,-999,
460,118,53,,0,10,,21,-999,
460,119,34,,0,5,,22,-999,
460,140,52,,0,15,,23,-999,
460,158,4,,0,7,,24,-999,
460,152,53,,0,12,,25,-999,
460,173,32,,0,4,,26,-999,
460,188,55,,0,0,,27,-999,
460,190,45,,0,0,,28,-999,
460,186,50,,0,0,,29,-999,
461,163,6,,9,2,1,1,-999,
461,110,51,,6,3,2,2,-999,
461,119,34,,4,8,3,3,-999,
461,117,4,,3,5,4,4,-999,
461,187,1,,2,23,5,5,-999,
461,172,3,,1,15,6,6,-999,
461,176,21,,0,20,7,7,-999,
461,197,27,,0,19,8,8,-999,
461,123,21,,0,14,9,9,-999,
461,177,3,,0,12,10,10,-999,
461,188,55,,0,22,11,11,-999,
461,193,25,,0,21,12,12,-999,
461,137,34,,0,4,13,13,-999,
461,182,1,,0,18,,14,-999,
461,158,4,,0,6,,15,-999,
461,160,45,,0,26,,16,-999,
461,196,27,,0,25,,17,-999,
461,184,51,,0,7,,18,-999,
461,152,53,,0,10,,19,-999,
461,118,53,,0,9,,20,-999,
461,140,52,,0,13,,21,-999,
461,175,6,,0,1,,22,-999,
461,173,32,,0,11,,23,-999,
461,105,25,,0,16,,24,-999,
461,95,32,,0,17,,25,-999,
461,195,55,,0,24,,26,-999,
461,186,50,,0,0,,27,-999,
461,190,45,,0,0,,28,-999,
461,181,54,,0,0,,29,-999,
462,117,4,,9,5,1,1,-999,
462,163,6,,6,2,2,2,-999,
462,137,34,,4,4,3,3,-999,
462,158,4,,3,8,4,4,-999,
462,95,32,,2,3,5,5,-999,
462,182,1,,1,14,6,6,-999,
462,197,27,,0,20,7,7,-999,
462,177,3,,0,15,8,8,-999,
462,187,1,,0,17,9,9,-999,
462,190,45,,0,26,10,10,-999,
462,160,45,,0,25,11,11,-999,
462,140,52,,0,16,12,12,-999,
462,123,21,,0,19,13,13,-999,
462,181,54,,0,13,,14,-999,
462,110,51,,0,11,,15,-999,
462,175,6,,0,1,,16,-999,
462,119,34,,0,6,,17,-999,
462,195,55,,0,21,,18,-999,
462,172,3,,0,24,,19,-999,
462,184,51,,0,9,,20,-999,
462,105,25,,0,18,,21,-999,
462,118,53,,0,10,,22,-999,
462,152,53,,0,7,,23,-999,
462,173,32,,0,12,,24,-999,
462,176,21,,0,22,,25,-999,
462,193,25,,0,23,,26,-999,
462,196,27,,0,0,,27,-999,
462,188,55,,0,0,,28,-999,
462,186,50,,0,0,,29,-999,
463,163,6,,9,10,1,1,-999,
463,175,6,,6,2,2,2,-999,
463,187,1,,4,15,3,3,-999,
463,118,53,,3,7,4,4,-999,
463,184,51,,2,12,5,5,-999,
463,105,25,,1,18,6,6,-999,
463,140,52,,0,16,7,7,-999,
463,176,21,,0,14,8,8,-999,
463,119,34,,0,6,9,9,-999,
463,196,27,,0,24,10,10,-999,
463,190,45,,0,25,11,11,-999,
463,195,55,,0,20,12,12,-999,
463,152,53,,0,13,13,13,-999,
463,123,21,,0,21,14,14,-999,
463,177,3,,0,23,,15,-999,
463,181,54,,0,9,,16,-999,
463,137,34,,0,1,,17,-999,
463,117,4,,0,4,,18,-999,
463,158,4,,0,11,,19,-999,
463,172,3,,0,17,,20,-999,
463,95,32,,0,5,,21,-999,
463,182,1,,0,19,,22,-999,
463,193,25,,0,26,,23,-999,
463,173,32,,0,3,,24,-999,
463,110,51,,0,8,,25,-999,
463,197,27,,0,22,,26,-999,
463,160,45,,0,0,,27,-999,
463,188,55,,0,0,,28,-999,
463,186,50,,0,0,,29,-999,
464,137,34,,9,4,1,1,-999,
464,163,6,,6,3,2,2,-999,
464,158,4,,4,7,3,3,-999,
464,175,6,,3,2,4,4,-999,
464,173,32,,2,8,5,5,-999,
464,118,53,,1,12,6,6,-999,
464,152,53,,0,14,7,7,-999,
464,95,32,,0,11,8,8,-999,
464,197,27,,0,19,9,9,-999,
464,176,21,,0,20,10,10,-999,
464,177,3,,0,16,11,11,-999,
464,188,55,,0,26,12,12,-999,
464,195,55,,0,21,13,13,-999,
464,190,45,,0,25,,14,-999,
464,193,25,,0,22,,15,-999,
464,123,21,,0,18,,16,-999,
464,181,54,,0,9,,17,-999,
464,105,25,,0,24,,18,-999,
464,117,4,,0,5,,19,-999,
464,182,1,,0,13,,20,-999,
464,187,1,,0,15,,21,-999,
464,160,45,,0,23,,22,-999,
464,184,51,,0,10,,23,-999,
464,140,52,,0,17,,24,-999,
464,119,34,,0,1,,25,-999,
464,110,51,,0,6,,26,-999,
464,196,27,,0,0,,27,-999,
464,172,3,,0,0,,28,-999,
464,186,50,,0,0,,29,-999,
465,137,34,,9,4,1,1,-999,
465,117,4,,6,8,2,2,-999,
465,95,32,,4,3,3,3,-999,
465,110,51,,3,14,4,4,-999,
465,118,53,,2,11,5,5,-999,
465,152,53,,1,12,6,6,-999,
465,119,34,,0,2,7,7,-999,
465,181,54,,0,9,8,8,-999,
465,163,6,,0,5,9,9,-999,
465,158,4,,0,7,10,10,-999,
465,123,21,,0,18,11,11,-999,
465,195,55,,0,21,12,12,-999,
465,156,3,,0,25,13,13,-999,
465,140,52,,0,19,14,14,-999,
465,196,27,,0,23,15,15,-999,
465,175,6,,0,6,,16,-999,
465,105,25,,0,26,,17,-999,
465,160,45,,0,24,,18,-999,
465,176,21,,0,17,,19,-999,
465,177,3,,0,16,,20,-999,
465,184,51,,0,15,,21,-999,
465,187,1,,0,10,,22,-999,
465,193,25,,0,20,,23,-999,
465,182,1,,0,13,,24,-999,
465,173,32,,0,1,,25,-999,
465,197,27,,0,22,,26,-999,
465,186,50,,0,0,,27,-999,
465,190,45,,0,0,,28,-999,
465,172,3,,0,0,,29,-999,
466,119,34,,9,3,1,1,-999,
466,110,51,,6,9,2,2,-999,
466,137,34,,4,2,3,3,-999,
466,118,53,,3,13,4,4,-999,
466,177,3,,2,6,5,5,-999,
466,158,4,,1,14,6,6,-999,
466,193,25,,0,19,7,7,-999,
466,176,21,,0,22,8,8,-999,
466,123,21,,0,20,9,9,-999,
466,197,27,,0,21,10,10,-999,
466,182,1,,0,12,11,11,-999,
466,186,50,,0,24,12,12,-999,
466,95,32,,0,7,,13,-999,
466,196,27,,0,23,,14,-999,
466,105,25,,0,18,,15,-999,
466,175,6,,0,1,,16,-999,
466,152,53,,0,16,,17,-999,
466,117,4,,0,5,,18,-999,
466,190,45,,0,25,,19,-999,
466,173,32,,0,11,,20,-999,
466,187,1,,0,15,,21,-999,
466,163,6,,0,4,,22,-999,
466,184,51,,0,17,,23,-999,
466,181,54,,0,8,,24,-999,
466,172,3,,0,10,,25,-999,
466,160,45,,0,26,,26,-999,
467,117,4,,9,5,1,1,-999,
467,199,3,,6,8,2,2,-999,
467,163,4,,4,1,3,3,-999,
467,182,1,,3,13,4,4,-999,
467,177,3,,2,7,5,5,-999,
467,187,1,,1,9,6,6,-999,
467,105,25,,0,10,7,7,-999,
467,173,32,,0,15,8,8,-999,
467,194,54,,0,12,9,9,-999,
467,181,54,,0,20,10,10,-999,
467,152,51,,0,19,11,11,-999,
467,200,37,,0,22,12,12,-999,
467,110,51,,0,16,13,13,-999,
467,206,55,,0,24,14,14,-999,
467,196,37,,0,21,15,15,-999,
467,201,25,,0,23,16,16,-999,
467,192,56,,0,25,17,17,-999,
467,202,6,,0,6,18,18,-999,
467,172,27,,0,11,,19,-999,
467,118,53,,0,14,,20,-999,
467,119,34,,0,4,,21,-999,
467,158,27,,0,17,,22,-999,
467,203,6,,0,3,,23,-999,
467,137,34,,0,2,,24,-999,
467,95,32,,0,18,,25,-999,
467,197,45,,0,26,,26,-999,
467,184,21,,0,0,,27,-999,
467,204,45,,0,0,,28,-999,
467,205,21,,0,0,,29,-999,
467,195,57,,0,0,,30,-999,
467,170,53,,0,0,,31,-999,
468,117,4,,9,1,1,1,-999,
468,187,1,,6,12,2,2,-999,
468,95,32,,4,14,3,3,-999,
468,105,25,,3,13,4,4,-999,
468,181,54,,2,15,5,5,-999,
468,202,6,,1,8,6,6,-999,
468,201,25,,0,21,7,7,-999,
468,200,37,,0,22,8,8,-999,
468,197,45,,0,23,9,9,-999,
468,184,21,,0,19,10,10,-999,
468,137,34,,0,7,,11,-999,
468,177,3,,0,3,,12,-999,
468,194,54,,0,18,,13,-999,
468,192,56,,0,25,,14,-999,
468,119,34,,0,9,,15,-999,
468,203,6,,0,2,,16,-999,
468,182,1,,0,5,,17,-999,
468,163,4,,0,4,,18,-999,
468,199,3,,0,6,,19,-999,
468,173,32,,0,11,,20,-999,
468,158,27,,0,26,,21,-999,
468,152,51,,0,16,,22,-999,
468,172,27,,0,24,,23,-999,
468,110,51,,0,10,,24,-999,
468,206,55,,0,20,,25,-999,
468,196,37,,0,17,,26,-999,
468,170,53,,0,0,,27,-999,
468,205,21,,0,0,,28,-999,
468,118,53,,0,0,,29,-999,
468,195,57,,0,0,,30,-999,
468,204,45,,0,0,,31,-999,
469,182,1,,9,2,1,1,-999,
469,177,3,,6,8,2,2,-999,
469,119,34,,4,18,3,3,-999,
469,105,25,,3,12,4,4,-999,
469,173,32,,2,16,5,5,-999,
469,187,1,,1,11,6,6,-999,
469,95,32,,0,17,7,7,-999,
469,200,37,,0,21,8,8,-999,
469,196,37,,0,23,9,9,-999,
469,201,25,,0,24,10,10,-999,
469,203,6,,0,7,,11,-999,
469,158,27,,0,13,,12,-999,
469,110,51,,0,1,,13,-999,
469,205,21,,0,20,,14,-999,
469,195,57,,0,19,,15,-999,
469,172,27,,0,15,,16,-999,
469,197,45,,0,10,,17,-999,
469,137,34,,0,6,,18,-999,
469,206,55,,0,22,,19,-999,
469,207,3,,0,14,,20,-999,
469,117,4,,0,4,,21,-999,
469,202,6,,0,9,,22,-999,
469,163,4,,0,3,,23,-999,
469,152,51,,0,5,,24,-999,
469,194,54,,0,26,,25,-999,
469,181,54,,0,25,,26,-999,
469,170,53,,0,0,,27,-999,
469,204,45,,0,0,,28,-999,
469,192,56,,0,0,,29,-999,
469,184,21,,0,0,,30,-999,
469,118,53,,0,0,,31,-999,
470,202,6,,9,4,1,1,-999,
470,203,6,,6,3,2,2,-999,
470,105,25,,4,5,3,3,-999,
470,197,45,,3,9,4,4,-999,
470,194,54,,2,14,5,5,-999,
470,181,54,,0,12,,6,-999,
470,170,53,,0,10,,7,-999,
470,163,4,,0,1,,8,-999,
470,152,51,,0,6,,9,-999,
470,204,45,,0,13,,10,-999,
470,117,4,,0,2,,11,-999,
470,110,51,,0,7,,12,-999,
470,205,25,,0,11,,13,-999,
470,118,53,,0,8,,14,-999,
471,187,1,,9,10,1,1,-999,
471,177,3,,6,3,2,2,-999,
471,158,27,,4,14,3,3,-999,
471,173,32,,3,11,4,4,-999,
471,137,34,,2,8,5,5,-999,
471,192,56,,1,23,6,6,-999,
471,176,21,,0,22,7,7,-999,
471,196,37,,0,24,8,8,-999,
471,172,27,,0,17,9,9,-999,
471,182,1,,0,4,,10,-999,
471,206,3,,0,13,,11,-999,
471,200,37,,0,25,,12,-999,
471,117,4,,0,1,,13,-999,
471,119,34,,0,9,,14,-999,
471,184,21,,0,26,,15,-999,
471,197,45,,0,14,,16,-999,
471,110,51,,0,6,,17,-999,
471,205,25,,0,20,,18,-999,
471,105,25,,0,5,,19,-999,
471,118,53,,0,19,,20,-999,
471,170,53,,0,21,,21,-999,
471,95,32,,0,7,,22,-999,
471,163,4,,0,2,,23,-999,
471,181,54,,0,12,,24,-999,
471,152,51,,0,15,,25,-999,
471,194,54,,0,18,,26,-999,
471,202,6,,0,0,,27,-999,
471,203,6,,0,0,,28,-999,
471,195,57,,0,0,,29,-999,
471,136,55,,0,0,,30,-999,
471,204,45,,0,0,,31,-999,
471,208,37,,0,0,,32,-999,
472,119,34,,9,2,1,1,-999,
472,202,6,,6,5,2,2,-999,
472,110,51,,4,7,3,3,-999,
472,95,32,,3,11,4,4,-999,
472,173,32,,2,15,5,5,-999,
472,206,3,,1,8,6,6,-999,
472,117,4,,0,4,7,7,-999,
472,205,25,,0,17,8,8,-999,
472,176,21,,0,19,9,9,-999,
472,105,25,,0,9,10,10,-999,
472,177,3,,0,6,,11,-999,
472,182,1,,0,12,,12,-999,
472,137,34,,0,13,,13,-999,
472,187,1,,0,10,,14,-999,
472,181,54,,0,14,,15,-999,
472,172,27,,0,18,,16,-999,
472,158,27,,0,16,,17,-999,
472,194,54,,0,20,,18,-999,
472,163,4,,0,1,,19,-999,
472,152,51,,0,3,,20,-999,
472,184,21,,0,0,,21,-999,
472,136,55,,0,0,,22,-999,
472,200,37,,0,0,,23,-999,
472,118,53,,0,0,,24,-999,
472,197,45,,0,0,,25,-999,
472,195,57,,0,0,,26,-999,
472,170,53,,0,0,,27,-999,
472,204,45,,0,0,,28,-999,
472,196,37,,0,0,,29,-999,
472,192,56,,0,0,,30,-999,
472,208,37,,0,0,,31,-999,
473,187,1,,9,17,1,1,-999,
473,158,27,,6,9,2,2,-999,
473,202,6,,4,4,3,3,-999,
473,177,3,,3,3,4,4,-999,
473,206,3,,2,12,5,5,-999,
473,172,27,,1,13,6,6,-999,
473,200,37,,0,18,7,7,-999,
473,176,21,,0,19,8,8,-999,
473,205,25,,0,20,9,9,-999,
473,163,4,,0,15,10,10,-999,
473,192,56,,0,26,11,11,-999,
473,117,4,,0,1,,12,-999,
473,95,32,,0,7,,13,-999,
473,182,1,,0,10,,14,-999,
473,105,25,,0,16,,15,-999,
473,152,51,,0,6,,16,-999,
473,173,32,,0,8,,17,-999,
473,194,54,,0,25,,18,-999,
473,195,57,,0,11,,19,-999,
473,119,34,,0,14,,20,-999,
473,110,51,,0,2,,21,-999,
473,197,45,,0,22,,22,-999,
473,181,54,,0,5,,23,-999,
473,196,37,,0,21,,24,-999,
473,184,21,,0,24,,25,-999,
473,204,45,,0,23,,26,-999,
473,208,37,,0,0,,27,-999,
473,137,34,,0,0,,28,-999,
473,136,55,,0,0,,29,-999,
474,137,34,,9,4,1,1,-999,
474,119,34,,6,8,2,2,-999,
474,187,1,,4,6,3,3,-999,
474,173,32,,3,10,4,4,-999,
474,176,21,,2,16,5,5,-999,
474,110,51,,1,9,6,6,-999,
474,206,3,,0,13,7,7,-999,
474,184,21,,0,17,8,8,-999,
474,202,6,,0,1,9,9,-999,
474,158,27,,0,12,10,10,-999,
474,200,37,,0,22,11,11,-999,
474,205,25,,0,26,,12,-999,
474,177,3,,0,7,,13,-999,
474,196,37,,0,21,,14,-999,
474,105,25,,0,15,,15,-999,
474,117,4,,0,3,,16,-999,
474,163,4,,0,2,,17,-999,
474,194,54,,0,24,,18,-999,
474,182,1,,0,11,,19,-999,
474,172,27,,0,19,,20,-999,
474,195,57,,0,20,,21,-999,
474,152,51,,0,5,,22,-999,
474,95,32,,0,14,,23,-999,
474,197,45,,0,18,,24,-999,
474,204,45,,0,23,,25,-999,
474,209,55,,0,25,,26,-999,
474,181,54,,0,0,,27,-999,
474,208,37,,0,0,,28,-999,
474,192,56,,0,0,,29,-999,
475,202,6,,9,4,1,1,-999,
475,137,34,,6,3,2,2,-999,
475,177,3,,4,7,3,3,-999,
475,182,1,,3,5,4,4,-999,
475,206,3,,2,12,5,5,-999,
475,184,21,,1,16,6,6,-999,
475,105,25,,0,14,7,7,-999,
475,175,6,,0,6,8,8,-999,
475,187,1,,0,11,9,9,-999,
475,176,21,,0,17,10,10,-999,
475,152,51,,0,8,11,11,-999,
475,181,54,,0,18,12,12,-999,
475,194,54,,0,25,13,13,-999,
475,197,45,,0,23,14,14,-999,
